ORG_ID,ORG_FULL_NM,ORG_ABBREV_NM,URL_ADDR,CB_REGION_CD,MAIL_STREET_ADDR1,MAIL_STREET_ADDR2,MAIL_CITY,MAIL_STATE_CD,UNDERGRAD_GRADE_CD,GRAD_6_YR_RATE_PCT,ENROLL_UG_TOTAL_DEG
2497,East Carolina University,East Carolina Univer,www.ecu.edu,SRO,East 5th Street,,Greenville,NC,5,61,
2498,Eastern Mennonite University,Eastern Mennonite Un,www.emu.edu,SRO,1200 Park Road,,Harrisonburg,VA,5,63,1088
2500,Edward Waters College,Edward Waters Colleg,www.ewc.edu,SRO,1658 Kings Road,,Jacksonville,FL,5,32,
2501,Delgado Community College,Delgado Community Co,www.dcc.edu,SRO,615 City Park Avenue,,New Orleans,LA,2,,
2502,Des Moines Area Community College,Des Moines Area Comm,www.dmacc.edu,MRO,2006 South Ankeny Boulevard,,Ankeny,IA,2,,13179
2503,DeVry University: Irving,DeVry Univ: Irving,www.devry.edu,SWRO,"4800 Regent Boulevard, Suite 200",,Dallas,TX,5,,
2504,East Central University,East Central Univers,www.ecok.edu,SWRO,1100 East 14th Street,,Ada,OK,5,33,2903
2505,East Texas Baptist University,East Texas Baptist U,www.etbu.edu,SWRO,One Tiger Drive,,Marshall,TX,5,31,1267
2506,Texas A&M University-Commerce,Texas A&M Univ Comme,www.tamuc.edu,SWRO,PO Box 3011,,Commerce,TX,5,50,7073
2507,Eastern Oklahoma State College,Eastern Oklahoma Sta,www.eosc.edu,SWRO,1301 West Main Street,,Wilburton,OK,2,,
2509,Butler Community College,Butler Community Col,www.butlercc.edu,MRO,901 South Haverhill Road,,El Dorado,KS,2,,
2510,Redlands Community College,Redlands Community C,www.redlandscc.edu,SWRO,1300 South Country Club Road,,El Reno,OK,2,,
2511,McNeese State University,McNeese State Univer,www.mcneese.edu,SRO,4205 Ryan Street,,Lake Charles,LA,5,,6002
2512,McPherson College,McPherson College,www.mcpherson.edu,MRO,1600 East Euclid Street,,McPherson,KS,5,36,688
2513,Midland University,Midland University,www.midlandu.edu,MRO,900 North Clarkson Street,,Fremont,NE,5,,
2514,Midwestern State University,Midwestern State Uni,www.mwsu.edu,SWRO,3410 Taft Boulevard,,Wichita Falls,TX,5,45,5315
2515,Crossroads College,Crossroads College,www.crossroadscollege.edu,MRO,920 Mayowood Road SW,,Rochester,MN,5,,
2516,Missouri Valley College,Missouri Valley Coll,www.moval.edu,MRO,500 East College Street,,Marshall,MO,5,,
2517,Moberly Area Community College,Moberly Area Communi,www.macc.edu,MRO,101 College Avenue,,Moberly,MO,2,,
2518,University of Texas at Dallas,Univ of Texas at Dal,www.utdallas.edu,SWRO,800 West Campbell Road,,Richardson,TX,5,70,18091
2519,Trinity College of Florida,Trinity College of F,www.trinitycollege.edu,SRO,2430 Welbilt Boulevard,,Trinity,FL,5,34,188
2520,American University in Dubai,American University,www.aud.edu,,PO Box 28282,,Dubai,,5,,
2521,University of Arkansas for Medical Sciences,Univ of Arkansas Med,www.uams.edu,SWRO,"4301 West Markham Street, Slot 598",,Little Rock,AR,5,,
2524,Williston State College,Williston State Coll,www.willistonstate.edu,MRO,1410 University Avenue,,Williston,ND,2,,747
2526,Westminster College,Westminster College,www.westminster-mo.edu,MRO,501 Westminster Avenue,,Fulton,MO,5,64,764
2527,West Texas A&M University,West Texas A&M Unive,www.wtamu.edu,SWRO,WTAMU Box 60907,,Canyon,TX,5,41,7383
2528,Wharton County Junior College,Wharton County Junio,www.wcjc.edu,SWRO,911 Boling Highway,,Wharton,TX,2,,7050
2529,Wiley College,Wiley College,www.wileyc.edu,SWRO,711 Wiley Avenue,,Marshall,TX,5,,
2530,William Jewell College,William Jewell Colle,www.jewell.edu,MRO,500 College Hill,,Liberty,MO,5,59,928
2532,William Penn University,William Penn Univers,www.wmpenn.edu,MRO,201 Trueblood Avenue,,Oskaloosa,IA,5,,1177
2533,William Woods University,William Woods Univer,www.williamwoods.edu,MRO,One University Avenue,,Fulton,MO,5,54,921
2534,Wichita State University,Wichita State Univer,www.wichita.edu,MRO,1845 Fairmount Street,,Wichita,KS,5,47,10970
2535,Upper Iowa University,Upper Iowa Universit,www.uiu.edu,MRO,"605 Washington Street, PO Box 1857",,Fayette,IA,5,,
2536,University of Texas Medical Branch at Galveston,Univ of Texas Medica,www.utmb.edu,SWRO,301 University Boulevard,,Galveston,TX,3,,733
2548,American Samoa Community College,American Samoa Commu,www.amsamoa.edu,IRO,PO Box 2609,,Pago Pago,AS,2,,
2555,Penn Foster College,Penn Foster College,www.pennfostercollege.edu,WRO,"14300 North Northsight Boulevard, Suite 125",,Scottsdale,AZ,2,,
2556,ICPR Junior College,ICPR Junior College,www.icprjc.edu,IRO,PO Box 190304,,San Juan,PR,2,,
2557,South College,South College (TN),www.southcollegetn.edu,SRO,3904 Lonas Drive,,Knoxville,TN,5,,
2561,Oral Roberts University,Oral Roberts Univers,www.oru.edu,SWRO,7777 South Lewis Avenue,,Tulsa,OK,5,,
2562,Oglala Lakota College,Oglala Lakota Colleg,www.olc.edu,MRO,PO Box 490,,Kyle,SD,5,,
2563,Oklahoma State University Institute of Technology: Okmulgee,Oklahoma St Univ Tec,www.osuit.edu,SWRO,1801 East Fourth Street,,Okmulgee,OK,2,,2487
2564,Southwestern Christian University,Southwestern Christi,www.swcu.edu,SWRO,7210 NW 39th Expressway,,Bethany,OK,5,,
2565,Lamar State College at Port Arthur,Lamar State College,www.lamarpa.edu,SWRO,PO Box 310,,Port Arthur,TX,2,,
2567,Richland College,Richland College,www.richlandcollege.edu,SWRO,12800 Abrams Road,,Dallas,TX,2,,15706
2568,Ranger College,Ranger College,www.rangercollege.edu,SWRO,1100 College Circle,,Ranger,TX,2,,
2569,Rice University,Rice University,www.rice.edu,SWRO,PO Box 1892,,Houston,TX,5,91,3970
2570,Rochester Community and Technical College,Rochester Community,www.rctc.edu,MRO,851 30th Avenue SE,,Rochester,MN,2,,
2571,Rockhurst University,Rockhurst University,www.rockhurst.edu,MRO,1100 Rockhurst Road,,Kansas City,MO,5,75,1623
2572,Research College of Nursing,Research College of,www.researchcollege.edu,MRO,2525 East Meyer Boulevard,,Kansas City,MO,5,,264
2573,Rainy River Community College,Rainy River Communit,www.rainyriver.edu,MRO,1501 Highway 71,,International Falls,MN,2,,
2574,Newman University,Newman University,www.newmanu.edu,MRO,3100 McCormick,,Wichita,KS,5,51,1074
2575,Albany Technical College,Albany Technical Col,www.albanytech.edu,SRO,1704 South Slappey Boulevard,,Albany,GA,2,,2697
2577,St. Ambrose University,St. Ambrose Universi,www.sau.edu,MRO,518 West Locust Street,,Davenport,IA,5,63,2358
2578,St. Edward's University,St. Edward's Univers,https://www.stedwards.edu,SWRO,3001 South Congress Avenue,,Austin,TX,5,64,3930
2580,St. John's University,St. John's Universit,www.csbsju.edu,MRO,PO Box 2000,,Collegeville,MN,5,74,1720
2581,Rabbinical College of America,Rabbinical Coll of A,www.rca.edu,MSRO,"226 Sussex Avenue, PO Box 1996",,Morristown,NJ,5,,
2582,South Arkansas Community College,South Arkansas Comm,www.southark.edu,SWRO,PO Box 7010,,El Dorado,AR,2,,1095
2583,Sinte Gleska University,Sinte Gleska Univers,www.sintegleska.edu,MRO,PO Box 105,,Mission,SD,5,,
2584,Triangle Tech: Erie,Triangle Tech: Erie,www.triangle-tech.edu,MSRO,2000 Liberty Street,,Erie,PA,2,,
2585,Ottawa University,Ottawa University,www.ottawa.edu,MRO,1001 South Cedar Street,,Ottawa,KS,5,,
2587,Ouachita Baptist University,Ouachita Baptist Uni,www.obu.edu,SWRO,410 Ouachita Street,,Arkadelphia,AR,5,64,1513
2588,Our Lady of the Lake University of San Antonio,Our Lady of the Lake,www.ollusa.edu,SWRO,411 Southwest 24th Street,,San Antonio,TX,5,38,1320
2589,Northwest Missouri State University,Northwest Missouri S,www.nwmissouri.edu,MRO,800 University Drive,,Maryville,MO,5,,5065
2590,University of Northwestern - St. Paul,University of Northw,www.unwsp.edu,MRO,3003 Snelling Avenue North,,Saint Paul,MN,5,63,1834
2591,Northwestern College,Northwestern College,www.nwciowa.edu,MRO,101 Seventh Street SW,,Orange City,IA,5,68,1013
2592,Northwestern State University,Northwestern State U,www.nsula.edu,SRO,Student Services Center,306 Sam Sibley #235,Natchitoches,LA,5,34,8003
2593,North Arkansas College,North Arkansas Colle,www.northark.edu,SWRO,1515 Pioneer Drive,,Harrison,AR,2,,
2594,North Lake College,North Lake College,www.northlakecollege.edu,SWRO,5001 North MacArthur Boulevard,,Irving,TX,2,,
2595,Nebraska Indian Community College,Nebraska Indian Comm,www.thenicc.edu,MRO,P.O. Box 428,,Macy,NE,2,,125
2596,Northeast Texas Community College,Northeast Texas Comm,www.ntcc.edu,SWRO,PO Box 1307,,Mount Pleasant,TX,2,,
2597,New England Culinary Institute,New England Culinary,www.neci.edu,NERO,7 School Street,,Montpelier,VT,2,,
2598,Odessa College,Odessa College,www.odessa.edu,SWRO,201 West University,,Odessa,TX,2,,4707
2599,Oklahoma Baptist University,Oklahoma Baptist Uni,www.okbu.edu,SWRO,500 West University,,Shawnee,OK,5,54,2007
2600,Ozark Christian College,Ozark Christian Coll,www.occ.edu,MRO,1111 North Main Street,,Joplin,MO,5,49,581
2601,Oklahoma City University,Oklahoma City Univer,www.okcu.edu,SWRO,2501 North Blackwelder Avenue,,Oklahoma City,OK,5,63,1670
2602,Ellsworth Community College,Ellsworth Community,www.iavalley.cc.ia.us/ecc,MRO,1100 College Avenue,,Iowa Falls,IA,2,,
2603,Vermilion Community College,Vermilion Community,www.vcc.edu,MRO,1900 East Camp Street,,Ely,MN,2,,
2604,Iowa Lakes Community College,Iowa Lakes Community,www.iowalakes.edu,MRO,300 South 18th Street,,Estherville,IA,2,,
2605,Evangel University,Evangel University,www.evangel.edu,MRO,1111 North Glenstone,,Springfield,MO,5,,
2606,El Centro College,El Centro College,www.elcentrocollege.edu,SWRO,801 Main Street,,Dallas,TX,2,,
2607,University of the Incarnate Word,Univ of the Incarnat,www.uiw.edu,SWRO,4301 Broadway,,San Antonio,TX,5,53,5807
2609,Independence Community College,Independence Communi,www.indycc.edu,MRO,1057 West College Avenue,,Independence,KS,2,,
2610,Allen County Community College,Allen County Communi,www.allencc.edu,MRO,1801 North Cottonwood,,Iola,KS,2,,
2611,Iowa State University,Iowa State Universit,www.iastate.edu,MRO,Office of Admissions,,Ames,IA,5,73,29957
2613,University of Northern Iowa,Univ of Northern Iow,www.uni.edu,MRO,104 Seerley,,Cedar Falls,IA,5,67,9836
2614,Iowa Wesleyan College,Iowa Wesleyan Colleg,www.iwc.edu,MRO,Admissions Office,601 North Main Street,Mount Pleasant,IA,5,,
2615,Itasca Community College,Itasca Community Col,www.itascacc.edu,MRO,1851 East US Highway 169,,Grand Rapids,MN,2,,
2618,Inver Hills Community College,Inver Hills Communit,www.inverhills.edu,MRO,2500 80th Street East,,Inver Grove Heights,MN,2,,3275
2619,Jacksonville College,Jacksonville College,www.jacksonville-college.edu,SWRO,105 B.J. Albritton Drive,,Jacksonville,TX,2,,
2620,University of Jamestown,Univ of Jamestown,www.uj.edu,MRO,6000 College Lane,,Jamestown,ND,5,53,892
2621,Pittsburg State University,Pittsburg State Univ,www.pittstate.edu,MRO,1701 South Broadway Street,,Pittsburg,KS,5,,5340
2622,Kansas Wesleyan University,Kansas Wesleyan Univ,www.kwu.edu,MRO,100 East Claflin Avenue,,Salina,KS,5,32,671
2624,Kilgore College,Kilgore College,www.kilgore.edu,SWRO,1100 Broadway,,Kilgore,TX,2,,
2625,Southeast Community College,Southeast Community,www.southeast.edu,MRO,8800 O Street,,Lincoln,NE,2,,
2626,Lake Superior College,Lake Superior Colleg,www.lsc.edu,MRO,2101 Trinity Road,,Duluth,MN,2,,3208
2627,Louisiana State University in Shreveport,Louisiana State U Sh,www.lsus.edu,SRO,One University Place,,Shreveport,LA,5,,
2629,Lamar University,Lamar University,www.lamar.edu,SWRO,PO Box 10009,,Beaumont,TX,5,30,8927
2630,Langston University,Langston University,www.langston.edu,SWRO,PO Box 1500,,Langston,OK,5,,
2631,Laredo Community College,Laredo Community Col,www.laredo.edu,SWRO,West End Washington Street,,Laredo,TX,2,,
2632,Lee College,Lee College,www.lee.edu,SWRO,PO Box 818,,Baytown,TX,2,,
2633,LeTourneau University,LeTourneau Universit,www.letu.edu,SWRO,PO Box 7001,,Longview,TX,5,,1802
2634,Lincoln University,Lincoln University (,www.lincolnu.edu,MRO,"820 Chestnut Street, PO Box 29",,Jefferson City,MO,5,,2045
2635,Bethel College,Bethel College (KS),www.bethelks.edu,MRO,300 East 27th Street,,North Newton,KS,5,42,502
2636,University of Arkansas at Fort Smith,Univ of Arkansas For,www.uafs.edu,SWRO,5210 Grand Avenue,PO Box 3649,Fort Smith,AR,5,,
2637,Nicholls State University,Nicholls State Unive,www.nicholls.edu,SRO,PO Box 2166,,Thibodaux,LA,5,46,5440
2638,Frank Phillips College,Frank Phillips Colle,www.fpctx.edu,SWRO,PO Box 5118,,Borger,TX,2,,
2639,Friends University,Friends University,www.friends.edu,MRO,2100 West University Avenue,,Wichita,KS,5,35,1110
2640,St. Louis Community College at Florissant Valley,St. Louis Comm Coll,www.stlcc.edu,MRO,3400 Pershall Road,,St. Louis,MO,2,,
2641,St. Louis Community College,St. Louis Community,www.stlcc.edu,MRO,300 South Broadway,,Saint Louis,MO,2,,
2642,Minnesota State Community and Technical College,Minnesota State CTC,www.minnesota.edu,MRO,1414 College Way,,Fergus Falls,MN,2,,
2643,Barclay College,Barclay College,www.barclaycollege.edu,MRO,607 North Kingman,,Haviland,KS,5,37,224
2644,National Park College,National Park Coll,www.np.edu,SWRO,101 College Drive,,Hot Springs,AR,2,,
2645,North Central Texas College,North Central Texas,www.nctc.edu,SWRO,1525 West California Street,,Gainesville,TX,2,,9979
2646,Garden City Community College,Garden City Communit,www.gcccks.edu,MRO,801 Campus Drive,,Garden City,KS,2,,
2647,Dakota State University,Dakota State Univers,www.dsu.edu,MRO,820 North Washington Avenue,,Madison,SD,5,35,2024
2649,Henderson State University,Henderson State Univ,www.hsu.edu,SWRO,1100 Henderson Street,,Arkadelphia,AR,5,33,2829
2650,Hendrix College,Hendrix College,www.hendrix.edu,SWRO,1600 Washington Avenue,,Conway,AR,5,,1233
2651,Hesston College,Hesston College,www.hesston.edu,MRO,301 S Main St,,Hesston,KS,2,,439
2652,Hibbing Community College,Hibbing Community Co,www.hibbing.edu,MRO,1515 East 25th Street,,Hibbing,MN,2,,
2653,Highland Community College,Highland Comm Coll (,www.highlandcc.edu,MRO,606 West Main Street,,Highland,KS,2,,
2654,Howard College,Howard College,www.howardcollege.edu,SWRO,1001 Birdwell Lane,,Big Spring,TX,2,,
2655,Howard Payne University,Howard Payne Univers,www.hputx.edu,SWRO,1000 Fisk Street,,Brownwood,TX,5,,
2657,Huston-Tillotson University,Huston-Tillotson Uni,www.htu.edu,SWRO,900 Chicon Street,,Austin,TX,5,23,1052
2658,Hutchinson Community College,Hutchinson Community,www.hutchcc.edu,MRO,1300 North Plum,,Hutchinson,KS,2,,5496
2659,Houston Baptist University,Houston Baptist Univ,www.hbu.edu,SWRO,7502 Fondren Road,,Houston,TX,5,48,2302
2660,Hill College,Hill College,www.hillcollege.edu,SWRO,112 Lamar Drive,,Hillsboro,TX,2,,
2661,Hawkeye Community College,Hawkeye Community Co,www.hawkeyecollege.edu,MRO,PO Box 8015,,Waterloo,IA,2,,3499
2662,Hennepin Technical College,Hennepin Technical C,www.hennepintech.edu,MRO,9000 Brooklyn Boulevard,,Brooklyn Park,MN,2,,4344
2666,Bellevue University,Bellevue University,www.bellevue.edu,MRO,1000 Galvin Road South,,Bellevue,NE,5,,
2667,Brazosport College,Brazosport College,www.brazosport.edu,SWRO,500 College Drive,,Lake Jackson,TX,2,,
2668,Coastal Bend College,Coastal Bend College,www.coastalbend.edu,SWRO,3800 Charco Road,,Beeville,TX,2,,
2669,Benedictine College,Benedictine College,www.benedictine.edu,MRO,1020 North Second Street,,Atchison,KS,5,63,1809
2670,Arkansas State University: Mountain Home,Arkansas State Univ,www.asumh.edu,SWRO,1600 South College Street,,Mountain Home,AR,2,,
2672,Barton County Community College,Barton County Comm C,www.bartonccc.edu,MRO,245 NE 30 Road,,Great Bend,KS,2,,
2673,University of West Florida,Univ of West Florida,www.uwf.edu,SRO,11000 University Parkway,,Pensacola,FL,5,44,9603
2674,University of Maryland: Baltimore County,Univ of Maryland Bal,www.umbc.edu,MSRO,1000 Hilltop Circle,,Baltimore,MD,5,,11129
2675,Coastal Carolina University,Coastal Carolina Uni,www.coastal.edu,SRO,PO Box 261954,,Conway,SC,5,42,9546
2676,University of South Carolina: Aiken,Univ South Carolina,https://www.usca.edu/,SRO,471 University Parkway,,Aiken,SC,5,41,3039
2678,American Indian College of the Assemblies of God,American Indian Coll,www.aicag.edu,WRO,10020 North 15th Avenue,,Phoenix,AZ,5,,
2679,Warner Pacific University,Warner Pacific Unive,www.warnerpacific.edu,WRO,2219 SE 68th Avenue,,Portland,OR,5,,
2680,Azusa Pacific University,Azusa Pacific Univer,www.apu.edu,WRO,901 East Alosta Avenue,,Azusa,CA,5,67,5560
2681,Pacific Lutheran University,Pacific Lutheran Uni,www.plu.edu,WRO,12180 Park Avenue South,,Tacoma,WA,5,68,2676
2684,Pacific Union College,Pacific Union Colleg,www.puc.edu,WRO,One Angwin Avenue,,Angwin,CA,5,,
2686,Pacific University,Pacific University,www.pacificu.edu,WRO,2043 College Way,,Forest Grove,OR,5,64,1809
2687,Palomar College,Palomar College,www.palomar.edu,WRO,1140 West Mission Road,,San Marcos,CA,2,,9505
2688,Palo Verde College,Palo Verde College,www.paloverde.edu,WRO,One College Drive,,Blythe,CA,2,,
2689,Pasadena City College,Pasadena City Colleg,www.pasadena.edu,WRO,1570 East Colorado Boulevard,,Pasadena,CA,2,,
2690,Point Loma Nazarene University,Point Loma Nazarene,https://www.pointloma.edu/,WRO,3900 Lomaland Drive,,San Diego,CA,5,74,3139
2692,Virginia State University,Virginia State Unive,www.vsu.edu,SRO,1 Hayden Drive,,Petersburg,VA,5,,
2693,Virginia Union University,Virginia Union Unive,www.vuu.edu,SRO,1500 North Lombardy Street,,Richmond,VA,5,,1211
2694,Voorhees College,Voorhees College,www.voorhees.edu,SRO,PO Box 678,,Denmark,SC,5,,475
2695,Norfolk State University,Norfolk State Univer,www.nsu.edu,SRO,700 Park Avenue,,Norfolk,VA,5,,
